question_id,progress,r,likelihood,margin
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,0.0,0.008782651004916734,-4.72916668242154
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.05,0.0,0.008782651004916734,-4.72916668242154
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.1,0.0,0.2492326811182524,-2.8541667053941637
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.15000000000000002,0.0,0.5248680346684722,-0.7291666554131856
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.2,0.2222222222222222,0.8929529549780119,2.7083334053556123
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.25,0.2222222222222222,0.8780110050670298,2.0833333308498063
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.30000000000000004,0.3333333333333333,0.9281619476593078,2.9583333137755594
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.35000000000000003,0.3333333333333333,0.9291861812927111,2.9791666713232794
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.4,0.5555555555555555,0.976304296594678,4.062500033682833
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.45,0.5555555555555555,0.9128992282043137,2.9791666770664356
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.5,0.5555555555555555,0.9590855982614629,3.6458333365929625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.55,0.5555555555555555,0.9590855982614629,3.6458333365929625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6000000000000001,0.5555555555555555,0.8618427778815699,2.000000017384688
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.65,0.5555555555555555,0.8618427778815699,2.000000017384688
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7000000000000001,0.5555555555555555,0.8665572326936917,2.083333366860946
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.75,0.5555555555555555,0.9514843141472792,3.7916667713434435
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.8,0.6666666666666666,0.9728628583342317,4.229166760478013
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.8500000000000001,0.6666666666666666,0.9588808098665716,4.020833374990616
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.9,0.6666666666666666,0.957594034685953,3.666666659681747
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.9500000000000001,0.6666666666666666,0.9668616284928198,3.7916666919675968
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,0.6666666666666666,0.9945911357471701,5.583333209855482
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.05,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.1,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.15000000000000002,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.2,0.0,0.31336164980629155,-1.854166766628623
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.25,0.0,0.6070733734126863,0.20833330477277437
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.30000000000000004,0.0,0.6070733734126863,0.20833330477277437
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.35000000000000003,0.0,0.8884261658526728,2.0833332824210324
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.4,0.16666666666666666,0.7657888321216549,1.39583329235514
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.45,0.16666666666666666,0.7657888321216549,1.39583329235514
