question_id,progress,r,likelihood,margin
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.1,0.0,0.0097084765710134,-4.624999990686774
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.15,0.0,0.00914298060824825,-4.687500040512532
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.2,0.0,0.2492326811182524,-2.8541667053941637
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.25,0.2222222222222222,0.6116560176281689,0.5208334116420398
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.3,0.2222222222222222,0.6116560176281689,0.5208334116420398
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.35,0.2222222222222222,0.8780110050670298,2.0833333308498063
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.39999999999999997,0.3333333333333333,0.9291861812927111,2.9791666713232794
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.44999999999999996,0.3333333333333333,0.9291861812927111,2.9791666713232794
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.49999999999999994,0.5555555555555555,0.9128992282043137,2.9791666770664356
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.5499999999999999,0.5555555555555555,0.9590855982614629,3.6458333365929625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6,0.5555555555555555,0.9590855982614629,3.6458333365929625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.65,0.5555555555555555,0.8896428241580598,2.8958333648430803
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7,0.5555555555555555,0.8665572326936917,2.083333366860946
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.75,0.5555555555555555,0.9514843125779567,3.7916667402993576
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7999999999999999,0.5555555555555555,0.9514843141472792,3.7916667713434435
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.85,0.6666666666666666,0.9588808098665716,4.020833374990616
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.9,0.6666666666666666,0.957594034685953,3.666666659681747
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.95,0.6666666666666666,0.9668616284928198,3.7916666919675968
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,0.6666666666666666,0.9945911357471701,5.583333209855482
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.2,0.0,0.02048178742603255,-3.8750001350417733
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.25,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.3,0.0,0.021313647863754236,-3.83333344074587
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.35,0.0,0.31336164980629155,-1.854166766628623
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.39999999999999997,0.0,0.6070733734126863,0.20833330477277437
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.44999999999999996,0.0,0.6070733734126863,0.20833330477277437
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.49999999999999994,0.16666666666666666,0.7657888321216549,1.39583329235514
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5499999999999999,0.16666666666666666,0.7657888321216549,1.39583329235514
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.6,0.3333333333333333,0.5776115202286998,0.43749996026357013
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.65,0.3333333333333333,0.5776115202286998,0.43749996026357013
