question_id,progress,p,native_s,r
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.1,0.009708476571013487,-4.624999990686774,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.15,0.009142980608248313,-4.687500040512532,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.2,0.2492326811182524,-2.8541667053941637,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.25,0.611656017628169,0.5208334116420398,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.3,0.611656017628169,0.5208334116420398,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.35,0.8780110050670298,2.0833333308498063,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.39999999999999997,0.9291861812927111,2.9791666713232794,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.44999999999999996,0.9291861812927111,2.9791666713232794,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.49999999999999994,0.9128992282043137,2.9791666770664356,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.5499999999999999,0.9590855982614629,3.6458333365929625,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6,0.9590855982614629,3.6458333365929625,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.65,0.8896428241580598,2.8958333648430803,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7,0.8665572326936916,2.083333366860946,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.75,0.9514843125779566,3.7916667402993576,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7999999999999999,0.9514843141472791,3.7916667713434435,0.5555555555555555
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.85,0.9588808098665716,4.020833374990616,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.9,0.957594034685953,3.666666659681747,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.95,0.9668616284928196,3.7916666919675968,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,0.9945911357471701,5.583333209855482,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.2,0.020481787426032592,-3.8750001350417733,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.25,0.02131364786375428,-3.83333344074587,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.3,0.02131364786375428,-3.83333344074587,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.35,0.31336164980629155,-1.854166766628623,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.39999999999999997,0.6070733734126863,0.20833330477277437,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.44999999999999996,0.6070733734126863,0.20833330477277437,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.49999999999999994,0.7657888321216549,1.39583329235514,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5499999999999999,0.7657888321216549,1.39583329235514,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.6,0.5776115202286998,0.43749996026357013,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.65,0.5776115202286998,0.43749996026357013,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.7,0.7270976116014926,1.6874999742334087,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.75,0.7513901452086157,1.9791666632518172,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.7999999999999999,0.9573850393324891,3.208333306324979,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.85,0.9639998711574278,4.458333353696314,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.9,0.9639998711574278,4.458333353696314,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.95,0.9639998711574278,4.458333353696314,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,0.9972647194526795,6.229166818937908,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.15,0.004609571384557264,-5.375000173225999,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.2,0.004609571384557264,-5.375000173225999,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.25,0.008473790089907285,-4.937500031509747,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.3,0.008473790089907285,-4.937500031509747,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.35,0.022745889229010358,-4.14583333938693,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.39999999999999997,0.017587277171222965,-5.354166681781256,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.44999999999999996,0.017587277171222965,-5.354166681781256,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.49999999999999994,0.3099893073102473,-0.8333333358168602,0.0
