question_id,run_question,progress,p,native_s,r
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,0.008577484645483139,-4.75000009033829,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.05,0.008577484645483139,-4.75000009033829,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.1,0.008577484645483139,-4.75000009033829,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.15000000000000002,0.8354835452961425,1.6250000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.2,0.8354835452961425,1.6250000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.25,0.8354835452961425,1.6250000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.30000000000000004,0.9859363730729767,4.250000008381903,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.35000000000000003,0.9859363730729767,4.250000008381903,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.4,0.9859363730729767,4.250000008381903,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.45,0.9099070039003511,2.312499973922968,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.5,0.9099070039003511,2.312499973922968,0.3333333333333333
