schema_version,gold_definition,question_id,qa_pair_id,question_ordinal,decision_step,decision_state_count,normalized_progress,capture_id,action_tool_names,terminal_trajectory_status,gold_hop_count,covered_hop_count,gold_coverage_r,covered_hop_indices,missing_hop_indices,newly_available_hop_indices,cumulative_read_memory_count,cumulative_read_memory_ids,official_gold_lww_conflicted,final_official_score,final_correct,replica,j_sample_count,j_sufficient_count,j_insufficient_count,j_sufficient_fraction,native_sufficient_likelihood,native_sufficient_logprob,native_insufficient_logprob,native_logit_margin,native_margin_decision
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,1,13,0.07692307692307693,1789220509353913484-2e88780389d24aceb5b5e8b75eae0d0a,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],False,0.0,False,qwen-r1,101,91,10,0.900990099009901,0.009708478066321921,-4.6349616050720215,-0.009961769916117191,-4.624999835155904,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,1,13,0.07692307692307693,1789220509353913484-2e88780389d24aceb5b5e8b75eae0d0a,"[""search""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],False,0.0,False,qwen-r2,101,93,8,0.9207920792079208,0.00970847507570528,-4.634957313537598,-0.009957167319953442,-4.625000146217644,insufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,2,13,0.15384615384615385,1789220517432349696-d46123e3c3e74a6c8ade6c0635f15656,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],False,0.0,False,qwen-r1,101,101,0,1.0,0.7310585669110203,-0.3133447766304016,-1.3133447170257568,0.9999999403953552,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,2,13,0.15384615384615385,1789220517432349696-d46123e3c3e74a6c8ade6c0635f15656,"[""read""]",sufficient,3,0,0.0,[],"[1,2,3]",[],0,[],False,0.0,False,qwen-r2,101,101,0,1.0,0.7310585669110203,-0.31333738565444946,-1.3133373260498047,0.9999999403953552,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,3,13,0.23076923076923078,1789220534629893509-017a3b82928d4ce7a8d19633ab089857,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],"[1,2]",2,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]",False,0.0,False,qwen-r1,101,101,0,1.0,0.9914225157901105,-0.008642531931400299,-4.758642673492432,4.750000141561031,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,3,13,0.23076923076923078,1789220534629893509-017a3b82928d4ce7a8d19633ab089857,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],"[1,2]",2,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]",False,0.0,False,qwen-r2,101,101,0,1.0,0.9914225157901105,-0.008642531931400299,-4.758642673492432,4.750000141561031,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,4,13,0.3076923076923077,1789220554473320398-f8467fb828494527af1fd675a7d3741a,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],2,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]",False,0.0,False,qwen-r1,101,101,0,1.0,0.9465966660571644,-0.055190883576869965,-2.9301908016204834,2.8749999180436134,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,4,13,0.3076923076923077,1789220554473320398-f8467fb828494527af1fd675a7d3741a,"[""read""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],2,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1""]",False,0.0,False,qwen-r2,101,97,4,0.9603960396039604,0.9465966660571644,-0.055190883576869965,-2.9301908016204834,2.8749999180436134,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,5,13,0.38461538461538464,1789220565299379509-73421c9149944a63aa43aa4e90886842,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],3,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f""]",False,0.0,False,qwen-r1,101,92,9,0.9108910891089109,0.9465966715184067,-0.0549907423555851,-2.929990768432617,2.875000026077032,sufficient
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,factconsolidation_mh_262k_no0,0,5,13,0.38461538461538464,1789220565299379509-73421c9149944a63aa43aa4e90886842,"[""search""]",sufficient,3,2,0.6666666666666666,"[1,2]",[3],[],3,"[""m-d378741b166342a8e5a0aca8"",""m-b7dcd8cd2d91e2a0530e94f1"",""m-879a81ce4bb890141c60d24f""]",False,0.0,False,qwen-r2,101,90,11,0.8910891089108911,0.9525741248028792,-0.048682257533073425,-3.04868221282959,2.9999999552965164,sufficient
