question_id,r,margin,stop_rate,native_probability,rounds
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.0,-1.5312499756691977,0.5,0.43001508369899566,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,0.2916665921608607,0.6666666666666666,0.6099754872262938,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.0,-1.6875000221965213,0.3333333333333333,0.3476537369019234,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.0,-1.0833332908029358,0.6666666666666666,0.4737848896483606,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.0,-0.562500056810677,0.5,0.482114973066057,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.0,0.15624997345730662,0.5,0.5043093067016922,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.0,-0.24999991385266185,0.5,0.4936231898000772,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.0,-0.8437500931322575,0.5,0.47118059475563995,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.0,-3.7499999213032424,0.0,0.0375619674153929,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.0,-5.958333285529079,0.0,0.005243814183332515,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.0,-0.958333314396441,0.6666666666666666,0.45063600373820883,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.0,-1.2500000246800482,0.5,0.4363709577062378,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.0,-1.1041666803260644,0.3333333333333333,0.3835459088806208,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.0,-1.499999979045242,0.5,0.3854106908796015,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,0.0,-0.81249999278225,0.5,0.4761725004282021,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.0,-0.8750000291038305,0.5,0.47936418861331,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.0,-1.5312499755527824,0.5,0.4094753429405123,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.0,0.18749999487772584,0.5,0.505837816495143,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,0.0,1.2589285669050045,0.7142857142857143,0.6714486964954328,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,0.0,-0.6562500924337655,0.5,0.48563981500426134,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,0.0,-4.0312499238643795,0.0,0.019829971731201275,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,0.0,-0.5312500090803951,0.5,0.4638671577996878,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,0.0,0.0625000218860805,0.6666666666666666,0.5897822328126715,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.0,-0.8125000661239028,0.5,0.4787918045880757,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,0.0,-0.020833315948645275,0.6666666666666666,0.5550228938243352,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,0.0,-0.4374999785795808,0.5,0.49294017316511296,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,0.0,-2.9218750154977897,0.125,0.18942430984780273,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,0.0,-2.0937500204890966,0.5,0.27975018553152436,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.0,-5.145833334080332,0.0,0.017026424444395383,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,0.0,-0.47916669662420946,0.6666666666666666,0.5514503688309785,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,0.0,-2.3749999841675162,0.0,0.14631368318279128,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,0.0,-1.1875000959262252,0.5,0.4677163033692762,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,0.0,-0.24999999534338713,0.5,0.49078335104984855,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,0.0,-1.1000000051222742,0.6,0.4853215505355779,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.0,-0.7395833480792741,0.3333333333333333,0.372187799094935,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,0.0,-0.6562499664723873,0.5,0.4784298245144847,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.0,-2.187500002173086,0.0,0.16233577894463855,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,0.0,-2.218749999301508,0.5,0.28572929660352686,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,0.0,-2.7812499701976776,0.0,0.10401288076094989,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,0.0,-0.5312499981373549,0.5,0.4795803488844812,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,0.0,-2.031249982304871,0.5,0.3369221354463015,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,0.0,-1.1562499767169356,0.5,0.43770033736489905,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,0.0,-2.2812499874271452,0.0,0.23286935701606257,1
